ids,names,popularity,markets,artists,release_date,duration_ms,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,musicalkey,musicalmode,time_signature,ids_artist,names_artist,monthly_listeners,popularity_artist,followers,genres,first_release,last_release,num_releases,playlists_found_artist
44sYqNBttbXNxya33FJ3Dj,Camelot,75,185,0ErzCpIMyLcjPiwT4elrtZ,07/08/2020,148759,0.0849,0.787,0.713,0,0.717,-5.252,0.401,175.046,0.761,7,1,4,0ErzCpIMyLcjPiwT4elrtZ,nle choppa,19613772,79,7845158,"memphis hip hop, rap",2019,2024,20,RapCaviar
3QYGJb41WJjj6xs68Pvf1z,SPLAT!,29,185,3AYjDTXEMqJP0h1iXq8eYO,11/10/2023,153000,0.0291,0.728,0.889,0.0837,0.121,-6.037,0.0367,139.956,0.654,9,1,4,3AYjDTXEMqJP0h1iXq8eYO,gglum,62008,27,6460,,2020,2024,15,Fresh Finds Rock 
0uEp9E98JB5awlA084uaIg,Doo Wop (That Thing),78,185,2Mu5NfyYm8n5iTomuKAEHl,25/08/1998,320266,0.0393,0.535,0.505,0,0.0923,-8.926,0.245,99.935,0.495,2,0,4,2Mu5NfyYm8n5iTomuKAEHl,ms. lauryn hill,15339610,73,2808135,"alternative r&b, conscious hip hop, hip hop, neo soul, new jersey rap, r&b",1996,2019,10,Throwback Thursday
4ZyE9TB38tLADzmv1OImVU,Athenian Mind,40,185,7jpxxOSOJX0PCvKXAbQs2I,15/10/2021,152895,0.977,0.22,0.00612,0.909,0.103,-32.374,0.0403,65.402,0.0797,9,1,4,7jpxxOSOJX0PCvKXAbQs2I,x-genie,119171,33,209,sleep,2020,2024,13,Atmospheric Calm
5D1S7lI0guR6YcGcKjtNbq,Autumn Song,53,185,1Xk9H6dztBzvOCUfFUaxRQ,29/10/2023,150514,0.996,0.493,0.0127,0.955,0.0774,-30.484,0.06,126.827,0.298,6,0,4,1Xk9H6dztBzvOCUfFUaxRQ,emmanuel sapphire,373047,47,142,,2023,2024,7,Classical Sleep
0trHOzAhNpGCsGBEu7dOJo,N.Y. State of Mind,73,185,20qISvAhX20dpIbOOzGK3q,19/04/1994,293973,0.0394,0.665,0.91,0,0.227,-4.682,0.223,84.099,0.887,6,0,4,20qISvAhX20dpIbOOzGK3q,nas,9883541,69,3695620,"conscious hip hop, east coast hip hop, gangster rap, hardcore hip hop, hip hop, queens hip hop, rap",2002,2023,20,Spilled Ink
5ZDIwpR2JMwuRM8xumtmxn,Down With Me,71,183,4Ga1P7PMIsmqEZqhYZQgDo,04/01/2024,120034,0.112,0.712,0.588,0,0.21,-5.332,0.0543,114.929,0.471,9,0,4,4Ga1P7PMIsmqEZqhYZQgDo,lil tecca,20270600,77,7208018,"melodic rap, pluggnb, rap",2019,2024,20,RapCaviar
3SAga35lAPYdjj3qyfEsCF,Feel It - From The Original Series “Invincible”,88,183,5y8tKLUfMvliMe8IKamR32,28/03/2024,157974,0.0288,0.565,0.593,0,0.215,-5.864,0.0883,120.509,0.429,8,1,4,5y8tKLUfMvliMe8IKamR32,d4vd,24867439,78,2428542,bedroom pop,2022,2024,20,Alone Again
0AjmK0Eai4zGrLaJwPvrDp,Too Sweet,88,4,2FXC3k01G6Gw61bmprjgqS,22/03/2024,251424,0.0295,0.741,0.62,0.000809,0.0398,-5.505,0.0412,117.038,0.934,10,1,4,2FXC3k01G6Gw61bmprjgqS,hozier,36403547,85,6679949,"irish singer-songwriter, modern rock, pov: indie",2014,2024,20,Chill Pop
6KS5iyM4uDuJ6oAacMSXha,Princess Going Digital,65,183,21UPYSRWFKwtqvSAnFnSvS,09/06/2023,189440,0.0251,0.498,0.729,0.0227,0.233,-6.583,0.039,130.125,0.372,10,0,5,21UPYSRWFKwtqvSAnFnSvS,amaarae,6335704,64,370393,"afro r&b, afrobeats, alternative r&b, ghanaian alternative, ghanaian pop",2017,2024,19,'fit check
7LHufz5mWCEylSx2SlY1zK,Quitting Time,15,185,25PniBi23b8oE5BXVRBp4S,05/12/2023,202222,0.988,0.565,0.212,0.864,0.0862,-16.048,0.104,190.05,0.59,0,1,4,25PniBi23b8oE5BXVRBp4S,waterhouse,3671,10,175,,2020,2023,18,Indie Bluegrass
2iCy2qfDdWN8duitTHeHSm,FUEGO,53,185,0DRiXmEOc6dJ6Rug3xi4HZ,20/03/2024,192586,0.1,0.845,0.757,0,0.398,-4.673,0.115,115.031,0.763,0,1,4,0DRiXmEOc6dJ6Rug3xi4HZ,the new six,255802,45,170980,k-pop boy group,2022,2024,10,Hallyu Boy Bands
2IMPPA9UZpqTnnVIy9lDHU,Love Me Back,67,185,24nUVBIlCGi4twz4nYxJum,11/10/2023,186293,0.35,0.72,0.842,0,0.336,-4.41,0.0493,112.026,0.894,11,1,4,24nUVBIlCGi4twz4nYxJum,fromis_9,1550305,59,1226363,"k-pop, k-pop girl group",2017,2023,15,Satang Mix (사탕 믹스)
6iiCzEd1ULpq7nXbZVQ4pi,Soak City (Do it),39,0,4VCriUU9CsPnUvoAsxVk1p,16/06/2023,123547,0.0658,0.861,0.694,0,0.286,-6.358,0.187,101.919,0.257,9,1,4,4VCriUU9CsPnUvoAsxVk1p,310babii,6134109,65,87493,,2023,2024,11,RapCaviar
4QWXSTeUHFzU0INh7SNqSU,Feel Like This,58,184,0jPnVIasXzBYjrlpO5irii,26/08/2022,196162,0.141,0.536,0.605,0,0.0614,-5.292,0.0338,130.053,0.341,7,1,4,0jPnVIasXzBYjrlpO5irii,ingrid andress,2262327,56,156060,"contemporary country, country pop",2019,2023,20,Country Gold
68r87x3VZdAMhv8nBVuynz,Queencard,62,2,2AfmfGFbe0A0WsTYm0SDTx,15/05/2023,161240,0.0328,0.815,0.835,0.000282,0.27,-2.829,0.0475,129.988,0.693,4,0,4,2AfmfGFbe0A0WsTYm0SDTx,(g)i-dle,11794528,73,8992449,k-pop girl group,2020,2024,20,Cardio
0fYVliAYKHuPmECRs1pbRf,Renegades,77,181,3NPpFNZtSTHheNBaWC82rB,30/06/2015,195200,0.0144,0.526,0.862,0.0597,0.229,-6.003,0.0905,90.052,0.528,2,1,4,3NPpFNZtSTHheNBaWC82rB,x ambassadors,14292564,72,2975910,"modern alternative rock, modern rock, stomp pop",2013,2024,20,Sunrise Run
67QGnT1Vdfuuy4HkLTUVjj,11:11,57,185,3qNVuliS40BLgXGxhdBdqu,05/04/2017,223451,0.677,0.445,0.528,0,0.155,-7.243,0.0744,203.155,0.511,10,1,4,3qNVuliS40BLgXGxhdBdqu,taeyeon,4041511,67,2831781,k-pop,2016,2024,20,노래방 인기가요 (Singing Room K-Pop)
2tznHmp70DxMyr2XhWLOW0,Cigarette Daydreams,82,112,26T3LtbuGT1Fu9m0eRq5X3,08/10/2013,208760,0.0807,0.636,0.676,0,0.0831,-3.442,0.0263,113.98,0.273,2,1,4,26T3LtbuGT1Fu9m0eRq5X3,cage the elephant,17723842,74,3626017,"modern alternative rock, modern rock, pov: indie, punk blues, rock",2009,2024,20,Throwback Thursday
3tY6RIiYIUUnxzkIQhlTxt,Stay in Your Lane,55,185,4ab8hugVrmFzuV4AEGXHgr,01/03/2024,177335,0.995,0.413,0.0117,0.914,0.107,-27.454,0.0368,98.274,0.181,5,1,4,4ab8hugVrmFzuV4AEGXHgr,nineve wilson,229093,41,55,,2021,2024,8,Jazz for Sleep
3JWltf5Em6j7uhJhSNFneD,Paths,64,185,3Th7uQxL5iOFrWHZ4GZIzP,06/10/2023,172595,0.992,0.503,0.0222,0.935,0.0842,-26.065,0.0391,75.101,0.341,1,1,4,3Th7uQxL5iOFrWHZ4GZIzP,silje mørk,539205,45,181,background piano,2021,2024,12,Perfect Concentration
3MrRksHupTVEQ7YbA0FsZK,The Final Countdown,77,185,7Js6Lde8thlIHXggv2SCBz,1986,310333,0.0628,0.529,0.843,0.000827,0.0608,-6.908,0.0616,117.662,0.188,6,0,4,7Js6Lde8thlIHXggv2SCBz,europe,6751661,64,1511628,"album rock, glam metal, hard rock, rock, swedish hard rock, swedish melodic rock",1983,2023,19,All Out 80s
0oBtwScT4B4BR5kZitNWd5,PUNTO G,67,184,52iwsT98xCoGgiGntTiR7K,04/11/2022,151324,0.218,0.745,0.77,0.00012,0.0504,-3.653,0.14,92.044,0.629,9,1,4,52iwsT98xCoGgiGntTiR7K,quevedo,28724334,83,4259124,"rap canario, trap latino, urbano latino",2022,2024,20,Summer Party
79qxwHypONUt3AFq0WPpT9,Rainbow,67,184,70kkdajctXSbqSMJbQO424,30/03/2018,214293,0.88,0.581,0.197,0,0.107,-7.697,0.0329,130.367,0.349,3,1,4,70kkdajctXSbqSMJbQO424,kacey musgraves,27336361,80,1380842,"classic texas country, contemporary country, country dawn",2013,2024,20,Sunrise Run
3z4hK6i9TGy2s7kmP6h2qO,Faded Portrait,44,185,5nVYmZntdGuW8hqgifpxMe,03/03/2023,125374,0.996,0.394,0.0215,0.937,0.0774,-29.686,0.0473,75.149,0.242,2,1,3,5nVYmZntdGuW8hqgifpxMe,auguste blanc,90942,28,98,,2022,2024,5,Intense Studying
4h9wh7iOZ0GGn8QVp4RAOB,I Ain't Worried,89,183,5Pwc4xIPtQLFEnJriah9YJ,13/05/2022,148485,0.0826,0.704,0.797,0.000745,0.0546,-5.927,0.0475,139.994,0.825,0,1,4,5Pwc4xIPtQLFEnJriah9YJ,onerepublic,51976578,83,16786027,"piano rock, pop",2007,2024,20,Confidence Boost
4EZvIph0m6dAAhUZqIGscv,BAD OMENS,56,185,6x9CKUBQ96VjXxKgGE5hIw,27/10/2023,147625,0.0291,0.869,0.786,0.00324,0.112,-5.696,0.167,119.988,0.717,8,1,4,6x9CKUBQ96VjXxKgGE5hIw,ero808,1483570,54,27971,hyperpop,2022,2024,20,Nasty Bits
37dkyQQNJLaqk09kkNr7In,Amazing You,40,185,69K447yK7IW0NCZGEh79e1,24/08/2016,296832,0.512,0.563,0.444,0,0.106,-6.179,0.0448,135.85,0.269,6,1,4,69K447yK7IW0NCZGEh79e1,han dong geun,90028,33,60134,"k-pop ballad, korean pop",2017,2024,20,v o K a l
5RvtcQOmt23MJJbOzaB3NC,417 Hz Timeless Tranquility,62,185,0A6cVdn2JhwPmYnBQrXRSK,29/03/2024,196800,0.909,0.16,0.0343,0.931,0.105,-33.239,0.0396,75.191,0.0387,8,1,3,0A6cVdn2JhwPmYnBQrXRSK,floating on clouds,166905,38,2,,2024,2024,1,Deep Sleep
29TPjc8wxfz4XMn21O7VsZ,Sky,82,184,699OTQXzgjhIYAHMy9RyPD,25/12/2020,193234,0.258,0.785,0.903,0,0.169,-4.184,0.21,139.98,0.565,2,1,4,699OTQXzgjhIYAHMy9RyPD,playboi carti,59038576,89,10447885,"atl hip hop, plugg, pluggnb, rage rap, rap",2017,2024,10,Confidence Boost
4xxIMjx6sNmRgJx7fJ7ihg,Emancipation,37,185,592TFYwu9Qb0RC1hKDbX2w,16/01/2009,154733,0.992,0.241,0.0152,0.922,0.111,-23.109,0.0401,73.218,0.0839,0,1,3,592TFYwu9Qb0RC1hKDbX2w,helios,286727,40,109157,"compositional ambient, instrumental post-rock, space ambient",2004,2024,20,Rise
4Ar2EzzoTHOxemFzFSBy0J,FFL,36,185,4QvI3PrYRXq9A2UbeQAKH6,19/04/2024,169333,0.12,0.626,0.553,0,0.0772,-6.285,0.198,89.695,0.306,6,0,4,4QvI3PrYRXq9A2UbeQAKH6,elias abbas,125933,33,16944,"swedish hip hop, swedish trap pop",2018,2024,20,Made in Sweden
6UelLqGlWMcVH1E5c4H7lY,Watermelon Sugar,88,185,6KImCVD70vtIoJWnq6nGn3,13/12/2019,174000,0.122,0.548,0.816,0,0.335,-4.209,0.0465,95.39,0.557,0,1,4,6KImCVD70vtIoJWnq6nGn3,harry styles,57062784,82,31846163,pop,2017,2022,4,Make Out Jams
1bSNnXPvsUZ8ZEN51DLgFb,Never Comin' Home,31,184,1eNxt1JI2Bgjl8bPDQ5sG8,23/06/2023,200622,0.432,0.566,0.798,2.48E-06,0.386,-5.763,0.0295,101.108,0.847,4,0,4,1eNxt1JI2Bgjl8bPDQ5sG8,dan tyminski,86112,49,45732,"bluegrass, mandolin, progressive bluegrass",2000,2023,8,Indie Bluegrass
6mavVLsxaa4YcPje9qZKcf,When This Rain Stops,59,185,0FRUZvZNPzM3YJMABJxf2K,05/04/2021,244546,0.805,0.624,0.521,0,0.112,-3.11,0.0365,151.759,0.382,8,1,3,0FRUZvZNPzM3YJMABJxf2K,wendy,2152898,57,917766,"k-pop, korean pop",2015,2024,20,v o K a l
6QTPacyXkZWG9FMwq6L1hJ,Love You For A Long Time,67,184,4NZvixzsSefsNiIqXn0NDe,21/11/2019,223120,0.164,0.707,0.67,0.00283,0.109,-6.137,0.0323,112.993,0.822,9,1,4,4NZvixzsSefsNiIqXn0NDe,maggie rogers,10599905,69,1075801,indie pop,2017,2024,20,Daily Lift
2Ibyx9m0rs3MSVWdqaCWkI,Nederlag,57,185,2ClAWj3iKUlyddnvR6faUP,26/03/2021,137013,0.988,0.208,0.0709,0.964,0.0923,-32.798,0.0478,206.563,0.174,5,1,4,2ClAWj3iKUlyddnvR6faUP,jacob david,644030,56,9223,neo-classical,2015,2024,20,Perfect Concentration
0dQBrRLmcqB19S1X29ZX6Y,Side Effects Of The Heart,37,185,0uQBEPm8cAptCNmTWhio8o,07/04/2023,248009,0.0321,0.547,0.73,1.58E-06,0.188,-5.686,0.0297,143.973,0.43,8,1,4,0uQBEPm8cAptCNmTWhio8o,alex hall,148297,35,5133,country pop,2019,2023,10,Country Drive
3TGO0j7ylfqmeQADB1qaea,Breaking In Brooklyn,35,185,2VlmDb05CPERyCZfmZI3x7,19/01/2024,186864,0.0746,0.363,0.87,0,0.331,-3.968,0.194,146.829,0.475,2,1,4,2VlmDb05CPERyCZfmZI3x7,dogpark,51077,28,10561,,2023,2024,3,Fresh Finds Rock 
7kmslsDZxmi87QwTsXEuaH,Belle,50,185,7izxlZDhSich8F2ukPd3pc,09/02/2024,143157,0.472,0.701,0.437,1.93E-05,0.104,-8.413,0.0749,104.17,0.504,1,0,4,7izxlZDhSich8F2ukPd3pc,paola,144466,37,3367,french pop,2023,2024,3,EQUAL
3eGygw8GYEYWknt1JeZAQ1,Luce,63,185,6ySvmMDgTOV3XTT6sgIovK,10/11/2023,130403,0.986,0.307,0.0414,0.881,0.0827,-28.823,0.0332,170.439,0.263,11,1,4,6ySvmMDgTOV3XTT6sgIovK,nascondiglio,1096893,57,434,,2022,2024,9,Perfect Concentration
0NiaHPlgDp7081zSqXuULS,Prep-School Gangsters,67,185,5BvJzeQpmsdsFp4HGUYUEx,05/04/2024,228546,0.34,0.711,0.662,0.00774,0.434,-3.843,0.0262,121.105,0.279,10,1,4,5BvJzeQpmsdsFp4HGUYUEx,vampire weekend,7914810,67,1924047,"baroque pop, chamber pop, garage rock, indie rock, indietronica, modern rock",2008,2024,20,'fit check
0k63pQiWvEeyYdV3XJKwCg,The Confession,59,180,20gsENnposVs2I4rQ5kvrf,08/03/2024,138398,0.0946,0.72,0.816,2.49E-05,0.0822,-3.387,0.0327,128.008,0.761,5,1,4,20gsENnposVs2I4rQ5kvrf,sam feldt,11598893,70,765162,"edm, pop dance, tropical house",2017,2024,20,Heart Beats
4VywXu6umkIQ2OS0m1I79y,Better Together,73,11,3GBPw9NK25X1Wt2OUvOwY3,01/01/2005,207680,0.308,0.868,0.347,2.00E-05,0.11,-9.529,0.0536,110.059,0.659,5,1,4,3GBPw9NK25X1Wt2OUvOwY3,jack johnson,13097900,73,3735685,neo mellow,2003,2023,20,Warm Fuzzy Feeling
57mPJPpQCVS7bisURsmrJZ,The Garden - from The Hunger Games: The Ballad of Songbirds & Snakes,51,183,3oVcF3VdpMuvMvLLyHPT4t,17/11/2023,222326,0.775,0.647,0.382,6.94E-06,0.109,-8.392,0.0262,129.878,0.537,10,1,3,3oVcF3VdpMuvMvLLyHPT4t,sierra ferrell,2722568,64,231899,"alternative americana, new americana",2021,2024,20,Relax & Unwind
3XagHd6dQ24vSujx0ADqXK,Blood Milk Moon,57,183,73mSg0dykFyhvU96tb5xQV,14/12/2023,177852,0.747,0.683,0.472,0.925,0.121,-10.75,0.0289,111.778,0.615,2,0,4,73mSg0dykFyhvU96tb5xQV,hermanos gutiérrez,2618148,64,404207,,2017,2024,17,late night vibes
78ArztlRnP0iatNE9GJNJB,Love Fool,35,185,6pU8o91xAS0aWNjj06nQSU,06/03/2024,191160,0.304,0.534,0.657,0,0.188,-3.527,0.134,175.891,0.412,0,1,4,6pU8o91xAS0aWNjj06nQSU,kassy,302504,43,92096,"k-pop, korean pop",2020,2024,20,Korean OSTs
4EhqimHdoK9OmCNvCfioH6,this is what slow dancing feels like,72,182,164Uj4eKjl6zTBKfJLFKKK,15/04/2024,145735,0.296,0.385,0.504,0.00676,0.111,-3.204,0.034,66.452,0.33,5,0,4,164Uj4eKjl6zTBKfJLFKKK,jvke,21499977,73,4286393,"modern indie pop, pov: indie, singer-songwriter pop",2022,2024,20,Cardio
1A4pbfIyAuyZkIrRr4tK2X,Before The Party's Over,70,185,3sHtPJJi41P65J7EGRG2r1,20/02/2024,179923,0.0748,0.513,0.698,3.56E-06,0.0764,-6.113,0.0398,93.015,0.305,2,0,4,3sHtPJJi41P65J7EGRG2r1,mustii,420921,48,13076,belgian pop,2015,2024,13,GLOW
3w8UEOStGNxoF7a9xuzY2j,Pixie Dust,46,185,71EdrAYsVrCyHOzDEqNOu0,08/11/2023,183716,0.526,0.604,0.448,0.012,0.12,-7.975,0.0832,84.023,0.548,9,0,4,71EdrAYsVrCyHOzDEqNOu0,ethel,373314,39,6860,,2022,2024,5,late night vibes
0FqRaf2LQqj2kf1Xn1VjYQ,Ninon,0,0,5nkwKrd8YZXi7uMgEppmxh,10/08/2023,144625,0.987,0.382,0.152,0.912,0.0996,-26.148,0.0309,123.106,0.203,2,1,4,5nkwKrd8YZXi7uMgEppmxh,waltzin,175710,43,2327,,2020,2024,20,Intense Studying
5RHG4SQ6iJ1qQJmt3EFJCX,We're Not Gonna Take It,54,182,7b85ve82Sh36a3UAx74wut,26/06/2007,219666,0.0127,0.502,0.924,0,0.162,-6.299,0.0503,149.186,0.922,4,1,4,7b85ve82Sh36a3UAx74wut,twisted sister,4210998,57,2612788,"album rock, glam metal, hard rock, metal, rock",1982,2021,17,Rock Party
0gzqZ9d1jIKo9psEIthwXe,Beautiful Day,74,182,51Blml2LZPmy7TTiAg47vQ,01/01/2000,248400,0.0154,0.536,0.928,0.00134,0.2,-6.492,0.0589,136.258,0.389,11,0,4,51Blml2LZPmy7TTiAg47vQ,u2,21812911,77,11965747,"irish rock, permanent wave, rock",1983,2023,20,All Out 80s
4wJd6cER10JZRuU5y3DBkZ,The Optimist,44,183,7x67OgZ8Iu8FEYpvRAPuh7,05/05/2023,159596,0.992,0.434,0.0653,0.919,0.104,-25.782,0.0406,112.54,0.194,6,1,1,7x67OgZ8Iu8FEYpvRAPuh7,matt stewart-evans,228199,41,5343,"focus, neo-classical",2016,2024,20,Intense Studying
75CnQWeQ1V4tFSnes66c8H,Old Gods,38,185,3oyKiCGdvt3HRj3pCOLCfM,29/10/2021,226466,0.899,0.452,0.205,0.000143,0.108,-10.901,0.0524,179.224,0.548,1,1,3,3oyKiCGdvt3HRj3pCOLCfM,emily scott robinson,136592,36,16274,"new americana, southern americana",2016,2023,10,Relax & Unwind
5tlXwZ4m7dbRZyG4natJZ1,Don't Forget Me,64,183,4NZvixzsSefsNiIqXn0NDe,12/04/2024,265360,0.377,0.472,0.55,0,0.122,-4.278,0.0447,144.636,0.413,8,1,4,4NZvixzsSefsNiIqXn0NDe,maggie rogers,10364454,72,1068691,indie pop,2017,2024,20,Relax & Unwind
64XDCctKb1VkRV6t8V4i4s,Voce gentile,35,185,6t2AbQr1GudAPoxHZSsOTM,09/07/2021,168234,0.975,0.467,0.145,0.963,0.106,-23.437,0.11,100.232,0.0597,4,0,4,6t2AbQr1GudAPoxHZSsOTM,lennox lorenzo,71272,33,178,,2021,2023,8,Guitar for Sleep
2L8yyBhhZnwBPNwxEois4G,Cascading Lights,46,185,6ttrQpo8aOzfGeIBUAwEAO,26/01/2024,166514,0.988,0.259,0.0247,0.864,0.0902,-33.554,0.0443,124.344,0.136,6,0,3,6ttrQpo8aOzfGeIBUAwEAO,george agate,229079,38,74,,2023,2024,13,Intense Studying
1dGr1c8CrMLDpV6mPbImSI,Lover,88,184,06HL4z0CvFAxyc27GXpf02,23/08/2019,221306,0.492,0.359,0.543,1.58E-05,0.118,-7.582,0.0919,68.534,0.453,7,1,4,06HL4z0CvFAxyc27GXpf02,taylor swift,98687880,100,107439861,pop,2012,2023,20,EQUAL
5QGooKayQPVZMUDc8Qt3Dm,Left & Right,65,185,7nqOGRxlXj7N2JYbgNEjYH,22/06/2020,201773,0.146,0.726,0.829,0,0.0916,-3.876,0.111,149.994,0.95,6,0,4,7nqOGRxlXj7N2JYbgNEjYH,seventeen,6431064,79,11100640,"k-pop, k-pop boy group",2016,2024,20,Hallyu Boy Bands
3SQyguPI469Poain6nfS8e,Opus One,39,185,70zLeNeu4AAUaQ14AC4P8J,02/04/2011,317140,0.149,0.678,0.6,0.644,0.299,-6.772,0.0348,139.807,0.146,8,1,4,70zLeNeu4AAUaQ14AC4P8J,russ liquid,95305,33,38067,glitch hop,2011,2019,17,Brain Food
6maTPqynTmrkWIralgGaoP,If We Ever Broke Up,76,183,311uEW9rt5g2NmzjGEKS2E,10/02/2023,142758,0.587,0.898,0.734,5.18E-06,0.0912,-4.028,0.0427,115.948,0.94,7,1,4,311uEW9rt5g2NmzjGEKS2E,mae stephens,8692982,67,169333,singer-songwriter pop,2020,2024,19,Daily Lift
5HAUHSAlOOw9wyoLV2wvzO,Crimes,34,185,2UXI5X9jhT0bwCO13Gb3LL,21/03/2024,157487,6.21E-06,0.342,0.713,0.000433,0.0588,-4.863,0.0477,153.026,0.429,4,1,4,2UXI5X9jhT0bwCO13Gb3LL,gloom girl mfg,8988,17,1299,,2022,2024,7,Fresh Finds Rock 
5PZuWw56Wwc9W6nEi3ZcWO,Miracles,46,185,6lcwlkAjBPSKnFBZjjZFJs,23/09/2022,224253,0.129,0.658,0.337,2.24E-05,0.124,-10.802,0.0335,140.005,0.376,9,1,4,6lcwlkAjBPSKnFBZjjZFJs,alex g,7717961,75,1792989,"philly indie, pov: indie",2010,2022,20,Creativity Boost
4gB7HrYHbJVJ5RFOjxmoq4,One Number Away,78,185,718COspgdWOnwOFpJHRZHS,02/06/2017,221800,0.00585,0.544,0.781,0,0.191,-6.16,0.0311,144.075,0.527,6,0,4,718COspgdWOnwOFpJHRZHS,luke combs,24107787,81,10421622,"contemporary country, country",2017,2023,20,Chillin' on a Dirt Road
01zMJ3mp9nqZmJTCeb3lLl,It′s My Life,40,185,1Do4bSzfUl0KWL9r1fITu0,27/08/2021,256314,0.0777,0.653,0.678,0,0.22,-4.007,0.0242,103.048,0.397,7,1,4,1Do4bSzfUl0KWL9r1fITu0,yoon mirae,2793352,64,286394,"k-pop, korean ost, korean pop, korean r&b",2001,2023,20,KrOWN
0w3cvLy7r4ZGxaifbVMTQv,If Only,59,184,2sSGPbdZJkaSE2AbcGOACx,03/05/2024,156240,0.955,0.286,0.131,0.00289,0.11,-13.964,0.0318,96.598,0.0896,0,0,1,2sSGPbdZJkaSE2AbcGOACx,the marías,9863547,71,1205333,"bedroom pop, la indie",2017,2024,16,Dinner with Friends
2rFruUru0ZA5QSJ6DJoDMm,Good Person,48,185,4dvmLXorXADxVq8EcySEWk,07/01/2024,214533,0.738,0.449,0.422,0,0.192,-5.896,0.0303,130.892,0.327,8,1,4,4dvmLXorXADxVq8EcySEWk,kim na young,872332,51,198655,korean pop,2004,2024,20,Korean OSTs
63Ssxd5ncnJwewaas3ckDe,Honeymoon Phase,41,185,1RWZV3rPwdheATWccxhAbp,30/04/2023,134608,0.902,0.732,0.0191,0.883,0.111,-21.941,0.0474,115.029,0.125,0,0,4,1RWZV3rPwdheATWccxhAbp,monzzune,59489,29,431,study beats,2021,2023,4,Chill Out Music
5H7QPBwR6xknDMV21vlwCu,Angry,47,183,22bE4uQ6baNwSHPVcDxLCe,15/12/2023,226735,0.00066,0.597,0.893,1.22E-05,0.0325,-3.474,0.0821,113.074,0.7,4,1,4,22bE4uQ6baNwSHPVcDxLCe,the rolling stones,28874423,76,13869516,"album rock, british invasion, classic rock, rock",2016,2023,20,Pure Rock & Roll
2TktkzfozZifbQhXjT6I33,Evergreen (You Didn’t Deserve Me At All),77,184,5FxD8fkQZ6KcsSYupDVoSO,08/04/2022,216680,0.598,0.697,0.336,0.00528,0.107,-10.395,0.0424,82.029,0.31,9,1,3,5FxD8fkQZ6KcsSYupDVoSO,omar apollo,6923186,68,964711,"bedroom pop, bedroom soul",2018,2024,20,Feel Good Dinner
3tHyJBRSh4B8zwxmDNPVbf,Cartwheels,47,184,4hq1lrK8XlrErNZ3xs3586,02/04/2024,124013,0.0238,0.573,0.901,0.00125,0.274,-2.39,0.128,147.022,0.697,10,0,1,4hq1lrK8XlrErNZ3xs3586,soft launch,78336,30,2316,,2024,2024,1,New Noise
3gPj20JcVRBTeFyhCEoubf,이제 다시 여기 (Prod. by 케빈오),31,185,7kqUt0kZIfski1GVmbwjG3,15/11/2023,209892,0.257,0.54,0.689,0,0.089,-5.709,0.0329,122.941,0.202,10,1,4,7kqUt0kZIfski1GVmbwjG3,johan kim,89561,29,10167,"k-rap, korean pop",1998,2024,20,Korean OSTs
059gVW493dUeBHkn0gE1zm,Older,64,185,1GmsPCcpKgF9OhlNXjOsbS,05/04/2024,201186,0.908,0.391,0.167,0,0.118,-12.994,0.0355,88.665,0.189,3,1,3,1GmsPCcpKgF9OhlNXjOsbS,lizzy mcalpine,11769629,72,859954,"alt z, boston folk, indie pop, singer-songwriter pop",2019,2024,18,Creativity Boost
6OIKgnO4zehihKR2ba6vlm,Balloon,61,185,2f57qlf6OXqVTlxymKxjEL,29/09/2023,197750,0.994,0.339,0.00903,0.926,0.108,-29.4,0.0674,66.361,0.27,0,1,4,2f57qlf6OXqVTlxymKxjEL,chad hammond,675643,52,166,,2022,2024,8,Piano in the Background
6cx5CvFhqN19efStehJqoW,Valentine,79,185,7gW0r5CkdEUMm42w9XpyZO,26/08/2022,168906,0.917,0.472,0.204,0,0.107,-13.065,0.0452,82.51,0.224,3,1,4,7gW0r5CkdEUMm42w9XpyZO,laufey,13286858,77,3696777,gen z singer-songwriter,2020,2024,20,Singled Out
62U83ojlJQPEJjaLq0Krvw,RicheyJames,25,185,3xZZnLrFVGNdJh0CMoBcwy,07/03/2024,207000,0.386,0.588,0.664,0,0.121,-6.746,0.132,160,0.298,5,0,4,3xZZnLrFVGNdJh0CMoBcwy,ghvstclub,7829,24,1094,,2022,2024,3,KrOWN
79PatmbsVvjeS4Q3p5zZ4F,Wish Me Away,36,185,1dwirHaSjsKJUYDHgvl2op,10/04/2024,238350,0.00381,0.561,0.952,0.0255,0.176,-4.211,0.0351,160.007,0.325,11,1,4,1dwirHaSjsKJUYDHgvl2op,gift,16545,18,3071,,2020,2024,5,Fresh Finds Rock 
2iSkLo11WjyzRVdxeSMkCf,HELIOT EMIL,43,185,3hvinNZRzTLoREmqFiKr1b,30/01/2024,138106,0.2,0.669,0.838,0,0.384,-4.159,0.0517,130.061,0.708,4,0,4,3hvinNZRzTLoREmqFiKr1b,changmo,614531,54,322552,"k-rap, korean r&b",2017,2024,20,KrOWN
