ids,names,popularity,markets,artists,release_date,duration_ms,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,musicalkey,musicalmode,time_signature,ids_artist,names_artist,monthly_listeners,popularity_artist,followers,genres,first_release,last_release,num_releases,playlists_found_artist
5rMea4Gu5db0qb1c6TfGIh,Glory,50,184,5KNNVgR6LBIABRIomyCwKJ,14/04/2017,222173,0.0327,0.551,0.604,0,0.0836,-7.448,0.0434,76.514,0.18,2,1,4,5KNNVgR6LBIABRIomyCwKJ,dermot kennedy,11773746,70,1524769,"folk-pop, irish pop, uk pop",2019,2024,20,Piano Ballads
2tCPIp83mRXvVTytTAf1W4,Show Me,60,168,0du5cEVh5yTK9QJze8zA0C,07/12/2012,207560,0.0461,0.743,0.706,0,0.204,-5.728,0.0535,77.989,0.514,5,1,4,0du5cEVh5yTK9QJze8zA0C,bruno mars,70981358,89,54326492,"dance pop, pop",2010,2021,20,Summer Party
3QLjDkgLh9AOEHlhQtDuhs,Best I Ever Had,78,184,3TVXtAsR1Inumwj472S9r4,2009,257690,0.19,0.395,0.922,0,0.134,-2.176,0.375,162.361,0.558,1,1,4,3TVXtAsR1Inumwj472S9r4,drake,81250548,96,86391237,"canadian hip hop, canadian pop, hip hop, pop rap, rap",2009,2024,20,RapCaviar
0h7QMc9ZRzA9QJrbEHytn2,The Astronaut,83,185,5vV3bFXnN6D6N3Nj4xRvaV,28/10/2022,282463,0.00446,0.54,0.761,2.50E-06,0.137,-5.356,0.0311,124.988,0.215,5,1,4,5vV3bFXnN6D6N3Nj4xRvaV,jin,2289552,67,7672318,k-pop,2016,2022,6,WOR K  OUT
10zXU83iXFK6ZfRXqTHFuU,Toxic Som Mig,51,185,31KGMx2XwpugdUpJzeZOv1,09/02/2024,151455,0.797,0.497,0.389,0.0175,0.105,-15.899,0.131,151.631,0.132,8,0,4,31KGMx2XwpugdUpJzeZOv1,naod,467468,48,32140,"swedish drill, swedish hip hop, swedish trap pop",2020,2024,20,100
0uppYCG86ajpV2hSR3dJJ0,Give It Away,73,172,0L8ExT028jH3ddEcZwqJJ5,24/09/1991,282906,0.00244,0.666,0.936,0.086,0.153,-9.919,0.0476,91.577,0.776,7,1,4,0L8ExT028jH3ddEcZwqJJ5,red hot chili peppers,33237389,82,20505738,"alternative rock, funk metal, funk rock, permanent wave, rock",1984,2022,20,Rock Solid
0GcwEkklAbxpJIiNCafBct,Shadows On The Lawn,52,185,7ziAAFlW4YAJQy9C9phKgZ,25/08/2023,133058,0.995,0.408,0.0233,0.93,0.107,-27.435,0.039,136.364,0.313,4,1,4,7ziAAFlW4YAJQy9C9phKgZ,andreas monta,275520,43,263,,2021,2023,10,Perfect Concentration
4ynhellTDGYbADxBswSGAS,Harsa,47,185,4UvYi8W3Tfi1FOeLN6rHZ7,17/03/2023,124474,0.984,0.177,0.0193,0.953,0.104,-31.179,0.0481,75.198,0.28,7,0,3,4UvYi8W3Tfi1FOeLN6rHZ7,blake hollow,195502,38,89,background piano,2023,2024,10,Focus Piano
0Y6FUMPHer4pRCELNSLFx3,Morning Air,28,185,06S55ZKieUgI9zFKhJVKsY,26/03/2020,158906,0.974,0.229,0.236,0.903,0.122,-23.829,0.041,63.923,0.104,2,1,3,06S55ZKieUgI9zFKhJVKsY,wind speaks,24487,22,281,,2019,2024,11,DayDreamer
0ZnuzApPoaClW97IZNlqNG,Out Here In It,37,185,2BQVRw9md4UKcGUrDXABCD,16/02/2024,205528,0.0812,0.445,0.557,2.80E-05,0.186,-6.865,0.026,82.034,0.407,2,1,4,2BQVRw9md4UKcGUrDXABCD,tracy lawrence,2346322,59,1110686,"arkansas country, contemporary country, country, country road",1994,2023,20,Texas Country Now
13ykJ1EkyTbiUIpj9WVaNe,Candy Crush,63,184,213zHiFZwtDVEqyxeCbk07,25/04/2024,180600,0.226,0.504,0.776,2.80E-05,0.0906,-5.009,0.145,94.349,0.76,10,0,4,213zHiFZwtDVEqyxeCbk07,artms,723626,50,73462,,2023,2024,4,EQUAL K-Pop
72sD1izeWWCbeD9mao5PXz,Mother,34,183,6tRT8DibGiNSkXViROkIBn,26/03/2024,241675,1.77E-05,0.439,0.962,0.0258,0.0845,-5.82,0.0638,94.423,0.768,11,1,4,6tRT8DibGiNSkXViROkIBn,girl and girl,61341,28,6341,,2019,2024,15,All New Punk
2CNG54Mbrfw5EvmXE0370Y,You are special,33,185,5ghNwcHNesKq0Q3zfK39ic,26/09/2023,204533,0.348,0.706,0.577,3.68E-06,0.11,-4.829,0.0265,110.902,0.632,8,1,4,5ghNwcHNesKq0Q3zfK39ic,so soo bin,469666,47,50310,korean r&b,2016,2024,20,Korean OSTs
5xgWuXVvSZfRh71fa0L4fM,MEOW,42,185,3q2dSq7VZnj8TmoJUyRm40,26/04/2024,193125,0.0303,0.68,0.988,0.0686,0.464,-5.991,0.261,128.012,0.0398,1,1,4,3q2dSq7VZnj8TmoJUyRm40,cat dealers,1831941,57,542711,brazilian edm,2022,2024,20,Shuffle Syndrome
4wONXG4GqWSscEyZlx300W,justified,55,184,70kkdajctXSbqSMJbQO424,10/09/2021,180800,0.807,0.669,0.552,0.000874,0.321,-7.98,0.0587,100.102,0.488,0,1,4,70kkdajctXSbqSMJbQO424,kacey musgraves,26355939,78,1389215,"classic texas country, contemporary country, country dawn",2013,2024,20,Piano Ballads
5JVDIP9IBy6DJB6SVFTX5T,Muse Of History,65,185,13PVzQGDDypUa5eGfJEVob,29/09/2023,141814,0.988,0.368,0.0105,0.93,0.109,-32.672,0.0472,101.337,0.255,5,1,3,13PVzQGDDypUa5eGfJEVob,roland toubin,713181,48,483,,2020,2024,14,Peaceful Piano
0gEuNNs7DLiv4EBdbdGOfE,Ecliptic,59,185,2iRhuolbUq4A4UP0Pz9SVI,02/02/2024,197624,0.939,0.161,0.0005,0.971,0.108,-40.264,0.0564,127.175,0.0424,0,1,4,2iRhuolbUq4A4UP0Pz9SVI,altered source,386876,42,141,healing hz,2022,2024,14,Atmospheric Calm
0vaxYDAuAO1nPolC6bQp7V,Midas Touch,82,185,4TEK9tIkcoxib4GxT3O4ky,03/04/2024,162880,0.0513,0.796,0.9,0,0.118,-3.049,0.052,118.969,0.854,6,1,4,4TEK9tIkcoxib4GxT3O4ky,kiss of life,3263956,68,642310,k-pop girl group,2023,2024,3,K-Pop ON! (온)
60ZGteAEtPCnGE6zevgUcd,Mountain Sound,65,3,4dwdTW1Lfiq0cM8nBAqIIz,01/01/2012,211453,0.0421,0.379,0.879,0.00449,0.146,-4.336,0.0362,102.021,0.37,1,0,4,4dwdTW1Lfiq0cM8nBAqIIz,of monsters and men,9758592,68,3461268,"folk-pop, metropopolis, modern rock, stomp and holler",2012,2022,14,Sunrise Run
2XMxzKKoSN88CuyywFpltL,Not alone,52,184,64jfAecBriamQmMs0WAKtj,03/02/2024,252693,0.746,0.584,0.339,0,0.0938,-7.754,0.0369,129.719,0.21,9,1,4,64jfAecBriamQmMs0WAKtj,hynn,224193,42,37937,"k-pop ballad, korean pop",2021,2024,20,Korean OSTs
0ZQdCsqlVRqqImNqkRz9ct,28th of June,64,185,5Ppie0uPnbnvGBYRwYmlt0,22/03/2024,225363,0.858,0.52,0.218,0,0.109,-7.043,0.0316,129.281,0.207,9,1,4,5Ppie0uPnbnvGBYRwYmlt0,megan moroney,5899578,66,317524,"contemporary country, modern country pop",2021,2024,13,Chillin' on a Dirt Road
3xEVnZQOyzHRkaqNnyAmEv,Lonely,60,183,2MdFJmUQf3ckA99IhFF9my,19/04/2024,134656,0.0645,0.606,0.925,0.00187,0.337,-3.448,0.0885,153.992,0.428,1,0,4,2MdFJmUQf3ckA99IhFF9my,ely oaks,2526002,59,26994,hypertechno,2021,2024,20,Main Stage
5RWA30VaTsYkFrkzxKL3aK,Luminous,58,184,2uFUBdaVGtyMqckSeCl0Qj,15/10/2021,283280,0.992,0.307,0.00229,0.931,0.098,-34.977,0.0519,67.775,0.281,1,1,5,2uFUBdaVGtyMqckSeCl0Qj,ludovico einaudi,8808587,75,3398004,"compositional ambient, neo-classical",2019,2024,20,Peaceful Piano
3VNm72yGbPkxaUMhoWk15s,Last Chance,71,185,5ghNwcHNesKq0Q3zfK39ic,13/04/2024,248706,0.811,0.543,0.403,0,0.101,-8.354,0.0296,129.537,0.359,0,1,4,5ghNwcHNesKq0Q3zfK39ic,so soo bin,196264,43,49521,korean r&b,2016,2024,20,Korean OSTs
4RCWB3V8V0dignt99LZ8vH,Hey There Delilah,79,184,1g1yxsNVPhMUl9GrMjEb2o,01/01/2005,232533,0.872,0.658,0.291,0,0.114,-10.572,0.0292,103.962,0.295,2,1,4,1g1yxsNVPhMUl9GrMjEb2o,plain white t's,7015119,63,1225281,"modern rock, neo mellow, neon pop punk, pop punk, pop rock",2003,2023,20,Guilty Pleasures
2EtZFeLn9msgg4qJzT9Vql,Can't Stand Me Now,60,185,4fSPtBgFPZzygkY6MehwQ7,30/08/2004,203733,0.0146,0.368,0.936,0.00192,0.0923,-3.207,0.0623,164.427,0.568,4,1,4,4fSPtBgFPZzygkY6MehwQ7,the libertines,1353798,56,859587,"britpop, garage rock, garage rock revival, modern rock",2002,2024,20,Throwback Thursday
5tbPAlC6DtO9LvqbN3GJ8D,All Again,64,185,2ErsJAz6qJ5cqjoVAvfvaC,04/08/2023,228346,0.217,0.511,0.454,0.000704,0.129,-9.24,0.0257,92.089,0.548,8,1,4,2ErsJAz6qJ5cqjoVAvfvaC,charles wesley godwin,2591292,60,137972,modern country pop,2018,2024,12,Chillin' on a Dirt Road
45w3oCmAZDjkJ79lwAvM4X,Sad Disco (Pine Studios),37,185,7FKTg75ADVMZgY3P9ZMRtH,16/08/2023,227486,0.499,0.805,0.569,0.723,0.0977,-9.346,0.028,121.03,0.758,6,0,4,7FKTg75ADVMZgY3P9ZMRtH,flipturn,1940108,56,166610,"jacksonville indie, pov: indie",2018,2024,20,late night vibes
7IH898LJRwuh0m2x29N0fm,Hello,40,185,3kVUvbeRdcrqQ3oHk5hPdx,07/07/2023,203853,0.00118,0.493,0.935,0,0.225,-4.133,0.0294,94.964,0.774,1,1,4,3kVUvbeRdcrqQ3oHk5hPdx,grouplove,8238192,66,1160428,"indie rock, la indie, modern alternative rock, modern rock, pov: indie",2011,2024,20,Rockin' Vibes
0LbZxI8FZU1E48EqF9XgC0,Happy Music,59,183,2hk94pAZS1iYSqoICeTyh1,18/08/2023,232625,0.0421,0.777,0.737,0.379,0.0265,-5.86,0.0351,123.993,0.891,11,0,4,2hk94pAZS1iYSqoICeTyh1,supershy,810764,48,43033,,2022,2023,5,Park Hangs
3EwrObmGtZsR2ZWfgCnAN9,The Road,44,185,3EVsC9ZK7QMDuK4FPcZaEq,23/09/2022,153125,0.523,0.337,0.771,0.00445,0.0843,-5.369,0.05,185.86,0.628,6,1,4,3EVsC9ZK7QMDuK4FPcZaEq,josh meloy,4611678,65,99614,"classic oklahoma country, modern country pop, oklahoma country, texas country",2018,2024,18,Indigo
5W3ut9fKvknIV1TCzUl2Lo,SummerBrain,48,185,2Ghddt4G7272vYt4xOyYWm,21/07/2023,208407,0.599,0.718,0.443,0.124,0.0915,-9.118,0.029,72.983,0.45,9,0,4,2Ghddt4G7272vYt4xOyYWm,moon panda,135723,32,12174,,2019,2023,15,Indie Chillout
1vBZaWEUbwo3bUfyrI5VRb,Ocean Drift,38,185,0sLb0ouettR8lDLnEgCSVK,15/05/2020,136666,0.733,0.642,0.29,0.908,0.117,-14.45,0.0438,134.973,0.101,1,0,3,0sLb0ouettR8lDLnEgCSVK,living room,1025978,54,15027,"lo-fi jazzhop, lo-fi study",2017,2023,20,Jazz Vibes
5QUhSXDrrX7euR87oeQevM,The Hardest Cut,36,185,0K1q0nXQ8is36PzOKAMbNe,28/10/2021,193369,0.135,0.671,0.683,0.00107,0.0534,-5.271,0.0965,164.943,0.809,7,1,4,0K1q0nXQ8is36PzOKAMbNe,spoon,1800587,57,640723,"alternative rock, austindie, indie rock, modern rock",1996,2023,20,Rockin' Vibes
5HuLnaRoHZTcgu2GMAbLGJ,Good Time,62,185,26T3LtbuGT1Fu9m0eRq5X3,05/04/2024,186466,5.96E-06,0.408,0.593,2.96E-05,0.32,-6.578,0.04,159.961,0.474,5,0,4,26T3LtbuGT1Fu9m0eRq5X3,cage the elephant,17767048,75,3633644,"modern alternative rock, modern rock, pov: indie, punk blues, rock",2009,2024,20,Singled Out
6Y4rniIxibegzsg8cdWAWV,BODYGUARD,83,185,6vWDO969PvNqNYHIOW5v0m,29/03/2024,240254,0.0137,0.726,0.779,0.000235,0.365,-5.432,0.0551,119.031,0.539,4,0,4,6vWDO969PvNqNYHIOW5v0m,beyoncé,77532881,92,37002055,"pop, r&b",2003,2024,20,Pop Right Now
6XbtvPmIpyCbjuT0e8cQtp,Columbia,85,184,52iwsT98xCoGgiGntTiR7K,07/07/2023,186000,0.369,0.668,0.712,2.13E-05,0.108,-5.927,0.0381,100.02,0.264,5,1,4,52iwsT98xCoGgiGntTiR7K,quevedo,28322497,79,4389588,"rap canario, trap latino, urbano latino",2022,2024,20,Latin Gaming
5TKPsDdOCl2d78wM9TYNoP,Ménuet Belmonte,49,185,2GnQro7OuaSjmhe1TGO14v,13/01/2023,194250,0.982,0.335,0.0792,0.904,0.0893,-28.239,0.0286,105.993,0.422,3,1,3,2GnQro7OuaSjmhe1TGO14v,flavio apicella,134370,35,528,background piano,2020,2023,10,Perfect Concentration
1tHYeRTwPlHkKV3uOY0uSm,Grip,56,184,3IJ21966TwNZI24MwZHMu4,27/10/2023,196610,0.141,0.957,0.769,1.26E-06,0.371,-6.044,0.155,119.995,0.845,0,1,4,3IJ21966TwNZI24MwZHMu4,baby tate,3804343,72,458256,trap queen,2015,2024,20,Get Turnt
7lw4J2RfcPs2hEJgPY44lC,Run Your Mouth,74,184,2sSGPbdZJkaSE2AbcGOACx,07/03/2024,160000,0.244,0.782,0.652,0.0364,0.21,-6.787,0.0376,111.021,0.927,7,1,4,2sSGPbdZJkaSE2AbcGOACx,the marías,9863547,71,1205333,"bedroom pop, la indie",2017,2024,16,Dinner with Friends
2ulBBx6YQ3qY3ci34RadtN,She's In Love With The Boy - Single Version,70,184,3XlIhgydjvC4EniPFZT20j,01/01/1991,248200,0.522,0.783,0.698,2.52E-06,0.0754,-8.268,0.0323,124.996,0.758,3,1,4,3XlIhgydjvC4EniPFZT20j,trisha yearwood,2646671,55,1166542,"contemporary country, country, country dawn, country road",1991,2024,20,New Traditions Country Heroes
6PRy17C5LiiN7VCLS6IA98,Future Perfect (Pass the MIC),71,185,5t5FqBwTcgKTaWmfEbwQY9,04/07/2022,180750,0.0364,0.658,0.9,0,0.0771,-3.479,0.264,156.096,0.526,9,0,4,5t5FqBwTcgKTaWmfEbwQY9,enhypen,9047205,75,8586206,"anime, k-pop boy group",2021,2024,20,WOR K  OUT
0NuWgxEp51CutD2pJoF4OM,blind,62,184,1dy5WNgIKQU6ezkpZs4y8z,21/10/2020,153293,0.141,0.765,0.663,0.000297,0.0924,-5.223,0.0652,150.091,0.686,0,1,4,1dy5WNgIKQU6ezkpZs4y8z,role model,1641455,53,412993,"alt z, bedroom pop, pov: indie",2017,2024,18,Chill Pop
5NRbNXwXHM9mYgxMhzVWTP,Not Dead Yet,48,182,6ltzsmQQbmdoHHbLZ4ZN25,19/02/2021,177366,0.33,0.491,0.809,0.158,0.0874,-7.68,0.0332,74.008,0.656,10,1,4,6ltzsmQQbmdoHHbLZ4ZN25,lord huron,26304597,76,1530614,"indie folk, stomp and holler",2012,2023,20,Sunrise Run
0haQKlwgcSVo1tVJR6TX90,Norma,42,185,2KBG6OYKx3h3gyGCXNkVFj,17/02/2023,197250,0.993,0.332,0.0505,0.929,0.101,-28.765,0.0294,80.042,0.127,3,1,4,2KBG6OYKx3h3gyGCXNkVFj,eric ville de soins,264804,42,175,background piano,2021,2023,4,Instrumental Study
2D48pEtMZRYcByAhjvVLM3,Nassau,69,185,0EmeFodog0BfCgMzAIvKQp,22/03/2024,156466,0.262,0.754,0.708,0,0.141,-4.796,0.272,107.844,0.797,2,1,4,0EmeFodog0BfCgMzAIvKQp,shakira,,87,32569045,"colombian pop, dance pop, latin pop, pop",1995,2024,20,Daily Lift
2t8yVaLvJ0RenpXUIAC52d,a lot,79,185,1URnnhqYAYcrqrcwql10ft,21/12/2018,288624,0.0395,0.837,0.636,0.00125,0.342,-7.643,0.086,145.972,0.274,1,1,4,1URnnhqYAYcrqrcwql10ft,21 savage,56686184,87,18253878,"atl hip hop, hip hop, rap",2016,2024,20,RapCaviar
5hFkGfx038V0LhqI0Uff2J,Glance Out A Casement Window,72,185,7303TPICVC0WJvWy0FVstL,27/01/2023,130164,0.992,0.384,0.0189,0.947,0.0967,-31.119,0.0395,62.479,0.0834,1,1,4,7303TPICVC0WJvWy0FVstL,janet redger,1652678,58,5683,,2020,2024,18,Peaceful Piano
6rUtMKEej81ORTGtCpjyOJ,Best Day Of My Life,9,0,2txHhyCwHjUEpJjWrEyqyX,01/04/2022,146895,0.983,0.688,0.186,0.00495,0.107,-13.208,0.0345,117.837,0.103,10,1,4,2txHhyCwHjUEpJjWrEyqyX,tom odell,28551391,77,3760279,chill pop,2013,2024,20,Summer Party
42aQ6rmccKofpjfWgEkJoo,Flowers on the Moon,49,185,6dn6x1XOng3LOAnfTjUn77,15/03/2024,208360,0.741,0.536,0.468,1.19E-05,0.0897,-7.938,0.0434,132.77,0.189,5,1,4,6dn6x1XOng3LOAnfTjUn77,aj mitchell,2124235,56,903509,"alt z, singer-songwriter pop, teen pop",2019,2024,20,Chill Pop
2UE9XGbAzicJIyo4bB6sqM,MAESTRO,81,185,7nqOGRxlXj7N2JYbgNEjYH,29/04/2024,198906,0.0819,0.679,0.842,1.20E-06,0.148,-4.113,0.189,151.984,0.589,4,0,4,7nqOGRxlXj7N2JYbgNEjYH,seventeen,6395724,79,11124048,"k-pop, k-pop boy group",2016,2024,20,Hallyu Boy Bands
3ekNuTF3UpOvIZCfiejpnC,Stubborn Love,74,185,16oZKvXb6WkQlVAjwo2Wbg,03/04/2012,279000,0.611,0.598,0.561,0.0417,0.196,-11.676,0.0376,115.011,0.231,0,1,4,16oZKvXb6WkQlVAjwo2Wbg,the lumineers,22390036,78,5340774,"folk-pop, modern rock, neo mellow, stomp and holler",2012,2024,20,Relax & Unwind
1EzrEOXmMH3G43AXT1y7pA,I'm Yours,77,184,4phGZZrJZRo4ElhRtViYdl,12/05/2008,242946,0.559,0.703,0.444,0,0.0973,-9.331,0.0417,150.96,0.712,11,1,4,4phGZZrJZRo4ElhRtViYdl,jason mraz,15523356,68,7124679,"acoustic pop, dance pop, neo mellow, pop",2005,2023,20,Summer Sunshine Reggae
0K9tfzrxJyCQIf7oAlPwaK,YA YA,80,185,6vWDO969PvNqNYHIOW5v0m,29/03/2024,274766,0.317,0.617,0.904,0,0.507,-5.371,0.341,151.926,0.764,11,1,4,6vWDO969PvNqNYHIOW5v0m,beyoncé,76189616,91,36926610,"pop, r&b",2003,2024,20,EQUAL
21aOLk12MksET8AsbU0SI6,LO$ER=LO♡ER,70,185,0ghlgldX5Dd6720Q3qFyQB,17/08/2021,199919,0.001,0.644,0.867,0,0.105,-4.18,0.0383,124.997,0.687,11,0,4,0ghlgldX5Dd6720Q3qFyQB,tomorrow x together,10455105,78,9850993,"k-pop, k-pop boy group",2019,2024,20,Hallyu Boy Bands
4PUT0cH2iggaje5hTJZeGe,Love Me More,62,185,2uYWxilOVlUdk4oV9DvwqK,04/02/2022,212660,0.329,0.55,0.707,2.26E-06,0.0982,-6.228,0.0324,136.309,0.491,1,0,4,2uYWxilOVlUdk4oV9DvwqK,mitski,33040595,80,7632771,"brooklyn indie, pov: indie",2012,2024,12,'fit check
05kJkr80XEaZeN8kxyQoFp,Lavender Haze - Acoustic Version,59,183,06HL4z0CvFAxyc27GXpf02,31/03/2023,174375,0.749,0.723,0.564,8.45E-05,0.0838,-11.455,0.0407,97.014,0.726,7,0,4,06HL4z0CvFAxyc27GXpf02,taylor swift,99160131,100,107199770,pop,2012,2023,20,Confidence Boost
43xanDcfSBWuURZCWbItzf,Dime Store Cowgirl,50,184,70kkdajctXSbqSMJbQO424,23/06/2015,214986,0.141,0.644,0.643,1.30E-06,0.101,-7.241,0.0275,99.967,0.606,6,1,4,70kkdajctXSbqSMJbQO424,kacey musgraves,25421849,76,1396017,"classic texas country, contemporary country, country dawn",2013,2024,20,'fit check
4RkLa4Nq85JWnDLtYHG9hq,MY LOVER'S MIND,36,185,4bBcD1Iabv9tLFcZ6FGdys,30/04/2024,203200,0.00409,0.303,0.728,2.15E-05,0.484,-5.766,0.0396,135.029,0.237,5,0,4,4bBcD1Iabv9tLFcZ6FGdys,driia,95327,35,2196,,2022,2023,14,creamy
3iHrGCUXfZ4BoOy615Ydbk,Kimbara,62,185,0vTVU0KH0CVzijsoKGsTPl,30/04/2024,189816,0.00183,0.62,0.869,0.488,0.296,-5.566,0.0486,125.031,0.845,4,0,4,0vTVU0KH0CVzijsoKGsTPl,barry can't swim,2487971,58,144262,jazz house,2021,2024,20,New Music Friday
2GOncX7Qsx9Y2haYlfi0J5,Sunday Drive,0,0,0qSX3s5pJnAlSsgsCne8Cz,26/06/2020,293933,0.928,0.327,0.214,0,0.104,-10.382,0.0355,73.863,0.351,3,1,4,0qSX3s5pJnAlSsgsCne8Cz,brett eldredge,1912070,57,1451528,"contemporary country, country, country road, modern country rock",2013,2023,20,Country by the Grace of God
7mFigNlS2dsKMhcmJyfpeg,Only Then,52,185,3ErHVJMsxTq2lLSmnONBm9,12/02/2018,248835,0.798,0.42,0.314,2.20E-05,0.113,-7.368,0.0324,128.412,0.192,6,1,4,3ErHVJMsxTq2lLSmnONBm9,roy kim,583413,48,268231,korean pop,2013,2024,20,Korean OSTs
3C9XQnp8aNwSoyPhf1by3z,Affection,51,185,16yfPw6Pf0UdDBX05HqCa7,01/12/2023,207219,0.985,0.462,0.0543,0.935,0.103,-24.182,0.0357,82.253,0.299,10,1,3,16yfPw6Pf0UdDBX05HqCa7,robert gafforelli,218238,41,1450,background piano,2018,2024,14,Piano in the Background
7MwJ73TCcGTKDNvNDkcNeW,Perseverance,40,185,78UUH1buA0gDtDnkX2dPgL,29/03/2024,260678,0.0417,0.505,0.983,0.96,0.318,-4.023,0.0824,139.985,0.129,4,0,4,78UUH1buA0gDtDnkX2dPgL,craig connelly,220244,39,34297,"progressive house, progressive trance, trance, uplifting trance",2017,2024,20,Trance Mission
0uPRRKhenDTl56bWKDcilK,Idyllic garden,54,185,7siQWN6rSf13atgycy7zhP,11/08/2023,124723,0.995,0.453,0.0267,0.943,0.103,-29.881,0.043,69.847,0.171,5,1,3,7siQWN6rSf13atgycy7zhP,ellen wince,395867,43,534,,2020,2024,16,Perfect Concentration
12CHYifZr1nmh6andRykpi,Prato Di Girasoli,58,185,6ySvmMDgTOV3XTT6sgIovK,03/05/2024,158079,0.994,0.406,0.0167,0.917,0.221,-30.943,0.0348,95.103,0.256,0,1,4,6ySvmMDgTOV3XTT6sgIovK,nascondiglio,1103125,57,430,,2022,2024,9,Perfect Concentration
6gBFPUFcJLzWGx4lenP6h2,goosebumps,87,173,0Y5tJX1MQlPlqiwlOH1tJY,16/09/2016,243836,0.0847,0.841,0.728,0,0.149,-3.37,0.0484,130.049,0.43,7,1,4,0Y5tJX1MQlPlqiwlOH1tJY,travis scott,69217986,90,29026231,"hip hop, rap, slap house",2015,2024,20,Get Turnt
0aZG8KWrpRnsGL0loUkfSj,plot twist,76,185,4GgBKgxhc649frZDHcXIEz,22/01/2024,152400,0.0102,0.808,0.71,0,0.144,-4.798,0.0752,112.066,0.73,5,1,4,4GgBKgxhc649frZDHcXIEz,tws,2164439,62,218267,,2024,2024,2,Hallyu Boy Bands
1rrqJ9QkOBYJlsZgqqwxgB,Rush,73,185,3ZpEKRjHaHANcpk10u6Ntq,16/09/2022,185093,0.0369,0.792,0.503,0.00057,0.0959,-8.044,0.0626,99.97,0.381,1,1,4,3ZpEKRjHaHANcpk10u6Ntq,ayra starr,11227295,73,2684273,afrobeats,2021,2024,20,Summer Vibes
1OozJMmjaGAgX8WPTTMpcG,Ain't Nobody (Loves Me Better) - Acoustic,57,181,2TL8gYTNgD6nXkyuUdDrMg,25/09/2015,178355,0.851,0.512,0.245,0,0.131,-8.828,0.0338,93.971,0.266,2,0,4,2TL8gYTNgD6nXkyuUdDrMg,jasmine thompson,2923621,63,868271,viral pop,2013,2021,20,Piano Ballads
2K7sv1mno9PvbXVBpqvSKn,sneaky,74,185,1URnnhqYAYcrqrcwql10ft,12/01/2024,201672,0.000383,0.742,0.685,0.00428,0.147,-7.526,0.149,155.037,0.306,9,1,4,1URnnhqYAYcrqrcwql10ft,21 savage,59936625,91,18006605,"atl hip hop, hip hop, rap",2016,2024,20,RapCaviar
2KZXCH4npY28gtZKXcB2N8,Bad Company,70,2,5t28BP42x2axFnqOOMg3CM,22/09/2009,262440,0.000595,0.558,0.886,9.91E-05,0.0904,-4.196,0.0482,114.041,0.171,11,0,4,5t28BP42x2axFnqOOMg3CM,five finger death punch,6868970,74,6262097,"alternative metal, groove metal, nu metal",2007,2024,20,Singled Out
50JK22El2PTIzZBU2liLDI,Mysterious Ways,63,184,51Blml2LZPmy7TTiAg47vQ,18/11/1991,243586,0.00156,0.674,0.659,0.00765,0.108,-8.049,0.0277,99.768,0.697,8,1,4,51Blml2LZPmy7TTiAg47vQ,u2,21160423,74,12054653,"irish rock, permanent wave, rock",1983,2023,20,Pure Rock & Roll
0XAITZHrtlpUeRo00FoTLP,Conclusions,47,185,5Xqwv6jmmqS1Vx9vYJtAzY,06/11/2022,202105,0.991,0.105,0.0195,0.929,0.105,-28.297,0.0465,90.303,0.031,0,1,4,5Xqwv6jmmqS1Vx9vYJtAzY,ami sanou,283373,43,141,,2022,2024,10,Atmospheric Calm
3YHnUzkxw8T74vSGWz9AO5,Solidaritet,18,185,5ZF0a9S7KDBjgr5BUZDVHC,01/12/2023,160459,0.000254,0.492,0.91,1.77E-05,0.431,-6.531,0.0735,124.699,0.8,1,0,4,5ZF0a9S7KDBjgr5BUZDVHC,krigsstigen,1746,12,481,swedish punk,2023,2023,7,Svensk Punk
3nmzcKnaxEq7Hfwurn7Cyl,No Pressure,37,185,3XVpDdKav6C6zwlDXPhMEO,03/05/2024,141529,0.149,0.667,0.473,0,0.0775,-9.092,0.225,84.987,0.17,1,1,4,3XVpDdKav6C6zwlDXPhMEO,kamaiyah,546359,50,179655,"alternative r&b, cali rap, oakland hip hop",2016,2024,20,Westside Story
2al0ddWon8jMM4mYf9mucp,Aurola,48,185,4GRc7Ci5nEs8ZEr2dm6cUz,22/09/2023,140251,0.639,0.803,0.636,0.785,0.166,-10.195,0.141,112.995,0.645,1,1,4,4GRc7Ci5nEs8ZEr2dm6cUz,miriamy,80979,35,104,,2022,2023,9,Lounge - Soft House
3W9LnzNx3RPgIJqUrbFHVM,Back To Jesus,40,183,0fiWOxhsBsQQvFDtxUQWo0,23/06/2023,194026,0.00272,0.372,0.64,1.89E-05,0.131,-6.826,0.0498,98.034,0.255,7,1,4,0fiWOxhsBsQQvFDtxUQWo0,brett young,5019945,63,1100766,"contemporary country, country, country road, modern country rock",2017,2024,20,Country by the Grace of God
2McTSCNNzxgDtAqiuibhPI,dna,68,184,49tQo2QULno7gxHutgccqF,03/09/2021,177382,0.251,0.693,0.572,0,0.116,-8.486,0.0467,100.074,0.519,11,1,4,49tQo2QULno7gxHutgccqF,lany,7665511,72,5718125,"la pop, opm",2017,2023,20,Chill Pop
